question_id,question,expected,response,correct,gold_position
item_0146,Who won the chaotic stage 9 of the 2024 Tour de France with its gravel road sections?,Anthony Turgis,Anthony Turgis,True,25
item_0146,Who won the chaotic stage 9 of the 2024 Tour de France with its gravel road sections?,Anthony Turgis,Anthony Turgis,True,30
item_0147,What was the closest swing state in the 2024 presidential election by margin of victory?,Wisconsin,"Michigan, 1.42% (80,103 votes) – 15 electoral votes",False,1
item_0147,What was the closest swing state in the 2024 presidential election by margin of victory?,Wisconsin,"Wisconsin, 0.86% (29,397 votes)",True,5
item_0147,What was the closest swing state in the 2024 presidential election by margin of victory?,Wisconsin,"Wisconsin, 0.86% (29,397 votes)",True,10
item_0147,What was the closest swing state in the 2024 presidential election by margin of victory?,Wisconsin,"Wisconsin, 0.86% (29,397 votes) – 10 electoral votes",True,15
item_0147,What was the closest swing state in the 2024 presidential election by margin of victory?,Wisconsin,"Wisconsin, 0.86% (29,397 votes) – 10 electoral votes",True,20
item_0147,What was the closest swing state in the 2024 presidential election by margin of victory?,Wisconsin,"Wisconsin, 0.86% (29,397 votes)",True,25
item_0147,What was the closest swing state in the 2024 presidential election by margin of victory?,Wisconsin,"Wisconsin, 0.86% (29,397 votes) – 10 electoral votes",True,30
item_0148,Who was the Libertarian Party's presidential nominee in the 2024 election?,Chase Oliver,Chase Oliver,True,1
item_0148,Who was the Libertarian Party's presidential nominee in the 2024 election?,Chase Oliver,Chase Oliver,True,5
item_0148,Who was the Libertarian Party's presidential nominee in the 2024 election?,Chase Oliver,Chase Oliver,True,10
item_0148,Who was the Libertarian Party's presidential nominee in the 2024 election?,Chase Oliver,Chase Oliver,True,15
item_0148,Who was the Libertarian Party's presidential nominee in the 2024 election?,Chase Oliver,Chase Oliver,True,20
item_0148,Who was the Libertarian Party's presidential nominee in the 2024 election?,Chase Oliver,Chase Oliver,True,25
item_0148,Who was the Libertarian Party's presidential nominee in the 2024 election?,Chase Oliver,Chase Oliver,True,30
item_0149,How many electoral votes did Trump win in the 2024 presidential election?,312,312,True,1
item_0149,How many electoral votes did Trump win in the 2024 presidential election?,312,312,True,5
item_0149,How many electoral votes did Trump win in the 2024 presidential election?,312,312,True,10
item_0149,How many electoral votes did Trump win in the 2024 presidential election?,312,312,True,15
item_0149,How many electoral votes did Trump win in the 2024 presidential election?,312,312,True,20
item_0149,How many electoral votes did Trump win in the 2024 presidential election?,312,312,True,25
item_0149,How many electoral votes did Trump win in the 2024 presidential election?,312,312,True,30
item_0150,"What was the name of the shooter who attempted to assassinate Trump at the Butler, Pennsylvania rally?",Thomas Crooks,Thomas Crooks,True,1
item_0150,"What was the name of the shooter who attempted to assassinate Trump at the Butler, Pennsylvania rally?",Thomas Crooks,Thomas Crooks,True,5
item_0150,"What was the name of the shooter who attempted to assassinate Trump at the Butler, Pennsylvania rally?",Thomas Crooks,Thomas Crooks,True,10
item_0150,"What was the name of the shooter who attempted to assassinate Trump at the Butler, Pennsylvania rally?",Thomas Crooks,Thomas Crooks,True,15
item_0150,"What was the name of the shooter who attempted to assassinate Trump at the Butler, Pennsylvania rally?",Thomas Crooks,Thomas Crooks,True,20
item_0150,"What was the name of the shooter who attempted to assassinate Trump at the Butler, Pennsylvania rally?",Thomas Crooks,Thomas Crooks,True,25
item_0150,"What was the name of the shooter who attempted to assassinate Trump at the Butler, Pennsylvania rally?",Thomas Crooks,Thomas Crooks,True,30
item_0151,What sentence was Ryan Wesley Routh given for the second assassination attempt on Trump?,life without parole,I don't know.,False,1
item_0151,What sentence was Ryan Wesley Routh given for the second assassination attempt on Trump?,life without parole,I don't know.,False,5
item_0151,What sentence was Ryan Wesley Routh given for the second assassination attempt on Trump?,life without parole,I don't know.,False,10
item_0151,What sentence was Ryan Wesley Routh given for the second assassination attempt on Trump?,life without parole,I don't know.,False,15
item_0151,What sentence was Ryan Wesley Routh given for the second assassination attempt on Trump?,life without parole,"Routh was sentenced to life without parole on February 4, 2026.",True,20
item_0151,What sentence was Ryan Wesley Routh given for the second assassination attempt on Trump?,life without parole,I don't know.,False,25
item_0151,What sentence was Ryan Wesley Routh given for the second assassination attempt on Trump?,life without parole,Routh was sentenced to life without parole.,True,30
item_0152,By what percentage did the Trevor Project's crisis lines see an increase starting around midnight on election night?,125%,125%,True,1
item_0152,By what percentage did the Trevor Project's crisis lines see an increase starting around midnight on election night?,125%,125%,True,5
item_0152,By what percentage did the Trevor Project's crisis lines see an increase starting around midnight on election night?,125%,125%,True,10
item_0152,By what percentage did the Trevor Project's crisis lines see an increase starting around midnight on election night?,125%,125%,True,15
item_0152,By what percentage did the Trevor Project's crisis lines see an increase starting around midnight on election night?,125%,125%,True,20
item_0152,By what percentage did the Trevor Project's crisis lines see an increase starting around midnight on election night?,125%,125%,True,25
item_0152,By what percentage did the Trevor Project's crisis lines see an increase starting around midnight on election night?,125%,125%,True,30
item_0153,What was Trump's popular vote percentage in the 2024 presidential election?,49.8%,49.8%,True,1
item_0153,What was Trump's popular vote percentage in the 2024 presidential election?,49.8%,49.8%,True,5
item_0153,What was Trump's popular vote percentage in the 2024 presidential election?,49.8%,49.8%,True,10
item_0153,What was Trump's popular vote percentage in the 2024 presidential election?,49.8%,49.8%,True,15
item_0153,What was Trump's popular vote percentage in the 2024 presidential election?,49.8%,49.8%,True,20
item_0153,What was Trump's popular vote percentage in the 2024 presidential election?,49.8%,49.8%,True,25
item_0153,What was Trump's popular vote percentage in the 2024 presidential election?,49.8%,49.8%,True,30
item_0154,Which Democratic-leaning data firm released an analysis in May 2025 finding that Trump's victory rested on less politically engaged voters?,Catalist,Catalist,True,1
item_0154,Which Democratic-leaning data firm released an analysis in May 2025 finding that Trump's victory rested on less politically engaged voters?,Catalist,Catalist,True,5
item_0154,Which Democratic-leaning data firm released an analysis in May 2025 finding that Trump's victory rested on less politically engaged voters?,Catalist,Catalist,True,10
item_0154,Which Democratic-leaning data firm released an analysis in May 2025 finding that Trump's victory rested on less politically engaged voters?,Catalist,Catalist,True,15
item_0154,Which Democratic-leaning data firm released an analysis in May 2025 finding that Trump's victory rested on less politically engaged voters?,Catalist,Catalist,True,20
item_0154,Which Democratic-leaning data firm released an analysis in May 2025 finding that Trump's victory rested on less politically engaged voters?,Catalist,Catalist,True,25
item_0154,Which Democratic-leaning data firm released an analysis in May 2025 finding that Trump's victory rested on less politically engaged voters?,Catalist,Catalist,True,30
item_0155,Where did Harris publicly concede the 2024 election to Trump?,Howard University,Harris publicly conceded the election to Trump during a speech at Howard University.,True,1
item_0155,Where did Harris publicly concede the 2024 election to Trump?,Howard University,Harris publicly conceded the election to Trump during a speech at Howard University.,True,5
item_0155,Where did Harris publicly concede the 2024 election to Trump?,Howard University,Harris publicly conceded the election to Trump during a speech at Howard University.,True,10
item_0155,Where did Harris publicly concede the 2024 election to Trump?,Howard University,Harris publicly conceded the election to Trump during a speech at Howard University.,True,15
item_0155,Where did Harris publicly concede the 2024 election to Trump?,Howard University,Harris publicly conceded the election to Trump during a speech at Howard University.,True,20
item_0155,Where did Harris publicly concede the 2024 election to Trump?,Howard University,Harris publicly conceded the election to Trump during a speech at Howard University.,True,25
item_0155,Where did Harris publicly concede the 2024 election to Trump?,Howard University,Harris publicly conceded the 2024 election to Trump at Howard University.,True,30
item_0156,Who was elected president of Lebanon following a two-year vacancy in January 2025?,Joseph Aoun,Joseph Aoun,True,1
item_0156,Who was elected president of Lebanon following a two-year vacancy in January 2025?,Joseph Aoun,Joseph Aoun,True,5
item_0156,Who was elected president of Lebanon following a two-year vacancy in January 2025?,Joseph Aoun,Joseph Aoun,True,10
item_0156,Who was elected president of Lebanon following a two-year vacancy in January 2025?,Joseph Aoun,Joseph Aoun,True,15
item_0156,Who was elected president of Lebanon following a two-year vacancy in January 2025?,Joseph Aoun,Joseph Aoun,True,20
item_0156,Who was elected president of Lebanon following a two-year vacancy in January 2025?,Joseph Aoun,Joseph Aoun,True,25
item_0156,Who was elected president of Lebanon following a two-year vacancy in January 2025?,Joseph Aoun,Joseph Aoun,True,30
item_0157,Which country became the 40th country to legalize same-sex marriage in January 2025?,Thailand,Thailand,True,1
item_0157,Which country became the 40th country to legalize same-sex marriage in January 2025?,Thailand,Thailand,True,5
item_0157,Which country became the 40th country to legalize same-sex marriage in January 2025?,Thailand,Thailand,True,10
item_0157,Which country became the 40th country to legalize same-sex marriage in January 2025?,Thailand,Thailand,True,15
item_0157,Which country became the 40th country to legalize same-sex marriage in January 2025?,Thailand,Thailand,True,20
item_0157,Which country became the 40th country to legalize same-sex marriage in January 2025?,Thailand,Thailand,True,25
item_0157,Which country became the 40th country to legalize same-sex marriage in January 2025?,Thailand,Thailand,True,30
item_0158,Who was elected leader of the Liberal Party of Canada to replace Trudeau as prime minister in March 2025?,Mark Carney,Mark Carney,True,1
item_0158,Who was elected leader of the Liberal Party of Canada to replace Trudeau as prime minister in March 2025?,Mark Carney,Mark Carney,True,5
item_0158,Who was elected leader of the Liberal Party of Canada to replace Trudeau as prime minister in March 2025?,Mark Carney,I don't know.,False,10
item_0158,Who was elected leader of the Liberal Party of Canada to replace Trudeau as prime minister in March 2025?,Mark Carney,Mark Carney,True,15
item_0158,Who was elected leader of the Liberal Party of Canada to replace Trudeau as prime minister in March 2025?,Mark Carney,I don't know.,False,20
item_0158,Who was elected leader of the Liberal Party of Canada to replace Trudeau as prime minister in March 2025?,Mark Carney,I don't know.,False,25
item_0158,Who was elected leader of the Liberal Party of Canada to replace Trudeau as prime minister in March 2025?,Mark Carney,Mark Carney,True,30
item_0159,Who was named as Nepal's first female prime minister in September 2025?,Sushila Karki,Sushila Karki,True,1
item_0159,Who was named as Nepal's first female prime minister in September 2025?,Sushila Karki,Sushila Karki,True,5
item_0159,Who was named as Nepal's first female prime minister in September 2025?,Sushila Karki,Sushila Karki,True,10
item_0159,Who was named as Nepal's first female prime minister in September 2025?,Sushila Karki,Sushila Karki,True,15
item_0159,Who was named as Nepal's first female prime minister in September 2025?,Sushila Karki,Sushila Karki,True,20
item_0159,Who was named as Nepal's first female prime minister in September 2025?,Sushila Karki,Sushila Karki,True,25
item_0159,Who was named as Nepal's first female prime minister in September 2025?,Sushila Karki,Sushila Karki,True,30
item_0160,Who was awarded the 2025 Nobel Peace Prize?,María Corina Machado,María Corina Machado,True,1
item_0160,Who was awarded the 2025 Nobel Peace Prize?,María Corina Machado,María Corina Machado,True,5
item_0160,Who was awarded the 2025 Nobel Peace Prize?,María Corina Machado,María Corina Machado,True,10
item_0160,Who was awarded the 2025 Nobel Peace Prize?,María Corina Machado,María Corina Machado,True,15
item_0160,Who was awarded the 2025 Nobel Peace Prize?,María Corina Machado,María Corina Machado,True,20
item_0160,Who was awarded the 2025 Nobel Peace Prize?,María Corina Machado,María Corina Machado,True,25
item_0160,Who was awarded the 2025 Nobel Peace Prize?,María Corina Machado,María Corina Machado,True,30
item_0161,Who won the 2025 South Korean presidential election?,Lee Jae-myung,I don't know.,False,1
item_0161,Who won the 2025 South Korean presidential election?,Lee Jae-myung,Lee Jae-myung,True,5
item_0161,Who won the 2025 South Korean presidential election?,Lee Jae-myung,I don't know.,False,10
item_0161,Who won the 2025 South Korean presidential election?,Lee Jae-myung,Lee Jae-myung,True,15
item_0161,Who won the 2025 South Korean presidential election?,Lee Jae-myung,I don't know.,False,20
item_0161,Who won the 2025 South Korean presidential election?,Lee Jae-myung,I don't know.,False,25
item_0161,Who won the 2025 South Korean presidential election?,Lee Jae-myung,Lee Jae-myung,True,30
item_0162,Who was sworn in as the first female prime minister of Japan in October 2025?,Sanae Takaichi,Sanae Takaichi,True,1
item_0162,Who was sworn in as the first female prime minister of Japan in October 2025?,Sanae Takaichi,Sanae Takaichi,True,5
item_0162,Who was sworn in as the first female prime minister of Japan in October 2025?,Sanae Takaichi,I don't know.,False,10
item_0162,Who was sworn in as the first female prime minister of Japan in October 2025?,Sanae Takaichi,Sanae Takaichi,True,15
item_0162,Who was sworn in as the first female prime minister of Japan in October 2025?,Sanae Takaichi,Sanae Takaichi,True,20
item_0162,Who was sworn in as the first female prime minister of Japan in October 2025?,Sanae Takaichi,Sanae Takaichi,True,25
item_0162,Who was sworn in as the first female prime minister of Japan in October 2025?,Sanae Takaichi,Sanae Takaichi,True,30
item_0163,Which American right-wing activist was assassinated in September 2025 while speaking at a college in Utah?,Charlie Kirk,Charlie Kirk,True,1
item_0163,Which American right-wing activist was assassinated in September 2025 while speaking at a college in Utah?,Charlie Kirk,Charlie Kirk,True,5
item_0163,Which American right-wing activist was assassinated in September 2025 while speaking at a college in Utah?,Charlie Kirk,Charlie Kirk,True,10
item_0163,Which American right-wing activist was assassinated in September 2025 while speaking at a college in Utah?,Charlie Kirk,Charlie Kirk,True,15
item_0163,Which American right-wing activist was assassinated in September 2025 while speaking at a college in Utah?,Charlie Kirk,Charlie Kirk,True,20
item_0163,Which American right-wing activist was assassinated in September 2025 while speaking at a college in Utah?,Charlie Kirk,Charlie Kirk,True,25
item_0163,Which American right-wing activist was assassinated in September 2025 while speaking at a college in Utah?,Charlie Kirk,Charlie Kirk,True,30
item_0164,Who won a landslide victory in the 2025 Irish presidential election?,Catherine Connolly,Catherine Connolly,True,1
item_0164,Who won a landslide victory in the 2025 Irish presidential election?,Catherine Connolly,Catherine Connolly,True,5
item_0164,Who won a landslide victory in the 2025 Irish presidential election?,Catherine Connolly,Catherine Connolly,True,10
item_0164,Who won a landslide victory in the 2025 Irish presidential election?,Catherine Connolly,Catherine Connolly,True,15
item_0164,Who won a landslide victory in the 2025 Irish presidential election?,Catherine Connolly,Catherine Connolly,True,20
item_0164,Who won a landslide victory in the 2025 Irish presidential election?,Catherine Connolly,Catherine Connolly,True,25
item_0164,Who won a landslide victory in the 2025 Irish presidential election?,Catherine Connolly,Catherine Connolly,True,30
item_0165,Which Grand Duke abdicated the throne of Luxembourg in October 2025 in favor of his son Guillaume?,Henri,"Henri, Grand Duke of Luxembourg",True,1
item_0165,Which Grand Duke abdicated the throne of Luxembourg in October 2025 in favor of his son Guillaume?,Henri,Henri,True,5
item_0165,Which Grand Duke abdicated the throne of Luxembourg in October 2025 in favor of his son Guillaume?,Henri,"Henri, Grand Duke of Luxembourg",True,10
item_0165,Which Grand Duke abdicated the throne of Luxembourg in October 2025 in favor of his son Guillaume?,Henri,Henri,True,15
item_0165,Which Grand Duke abdicated the throne of Luxembourg in October 2025 in favor of his son Guillaume?,Henri,Henri,True,20
item_0165,Which Grand Duke abdicated the throne of Luxembourg in October 2025 in favor of his son Guillaume?,Henri,Henri,True,25
item_0165,Which Grand Duke abdicated the throne of Luxembourg in October 2025 in favor of his son Guillaume?,Henri,"Henri, Grand Duke of Luxembourg",True,30
item_0166,What novel won the 2024 Booker Prize?,Orbital,Orbital,True,1
item_0166,What novel won the 2024 Booker Prize?,Orbital,Orbital,True,5
item_0166,What novel won the 2024 Booker Prize?,Orbital,Orbital,True,10
item_0166,What novel won the 2024 Booker Prize?,Orbital,Orbital,True,15
item_0166,What novel won the 2024 Booker Prize?,Orbital,Orbital,True,20
item_0166,What novel won the 2024 Booker Prize?,Orbital,Orbital,True,25
item_0166,What novel won the 2024 Booker Prize?,Orbital,Orbital,True,30
item_0167,Who chaired the judging panel for the 2024 Booker Prize?,Edmund de Waal,I don't know.,False,1
item_0167,Who chaired the judging panel for the 2024 Booker Prize?,Edmund de Waal,Edmund de Waal,True,5
item_0167,Who chaired the judging panel for the 2024 Booker Prize?,Edmund de Waal,I don't know.,False,10
item_0167,Who chaired the judging panel for the 2024 Booker Prize?,Edmund de Waal,Edmund de Waal,True,15
item_0167,Who chaired the judging panel for the 2024 Booker Prize?,Edmund de Waal,I don't know.,False,20
item_0167,Who chaired the judging panel for the 2024 Booker Prize?,Edmund de Waal,Edmund de Waal,True,25
item_0167,Who chaired the judging panel for the 2024 Booker Prize?,Edmund de Waal,Edmund de Waal,True,30
item_0168,How many pages long was the 2024 Booker Prize-winning novel Orbital?,136 pages,136 pages,True,1
item_0168,How many pages long was the 2024 Booker Prize-winning novel Orbital?,136 pages,136 pages,True,5
item_0168,How many pages long was the 2024 Booker Prize-winning novel Orbital?,136 pages,136 pages,True,10
item_0168,How many pages long was the 2024 Booker Prize-winning novel Orbital?,136 pages,136 pages,True,15
item_0168,How many pages long was the 2024 Booker Prize-winning novel Orbital?,136 pages,136 pages,True,20
item_0168,How many pages long was the 2024 Booker Prize-winning novel Orbital?,136 pages,136 pages,True,25
item_0168,How many pages long was the 2024 Booker Prize-winning novel Orbital?,136 pages,136 pages,True,30
item_0169,What was Samantha Harvey's debut novel that was previously longlisted for the Booker Prize?,The Wilderness,The Wilderness,True,1
item_0169,What was Samantha Harvey's debut novel that was previously longlisted for the Booker Prize?,The Wilderness,The Wilderness,True,5
item_0169,What was Samantha Harvey's debut novel that was previously longlisted for the Booker Prize?,The Wilderness,The Wilderness,True,10
item_0169,What was Samantha Harvey's debut novel that was previously longlisted for the Booker Prize?,The Wilderness,The Wilderness,True,15
item_0169,What was Samantha Harvey's debut novel that was previously longlisted for the Booker Prize?,The Wilderness,The Wilderness,True,20
item_0169,What was Samantha Harvey's debut novel that was previously longlisted for the Booker Prize?,The Wilderness,The Wilderness,True,25
item_0169,What was Samantha Harvey's debut novel that was previously longlisted for the Booker Prize?,The Wilderness,The Wilderness,True,30
item_0170,What is the shortest novel ever to win the Booker Prize?,Offshore,I don't know.,False,1
item_0170,What is the shortest novel ever to win the Booker Prize?,Offshore,I don't know.,False,5
item_0170,What is the shortest novel ever to win the Booker Prize?,Offshore,I don't know.,False,10
item_0170,What is the shortest novel ever to win the Booker Prize?,Offshore,I don't know.,False,15
item_0170,What is the shortest novel ever to win the Booker Prize?,Offshore,I don't know.,False,20
item_0170,What is the shortest novel ever to win the Booker Prize?,Offshore,I don't know.,False,25
item_0170,What is the shortest novel ever to win the Booker Prize?,Offshore,Offshore,True,30
item_0171,Who was the first Native American author ever to be longlisted for the Booker Prize?,Tommy Orange,I don't know.,False,1
item_0171,Who was the first Native American author ever to be longlisted for the Booker Prize?,Tommy Orange,I don't know.,False,5
item_0171,Who was the first Native American author ever to be longlisted for the Booker Prize?,Tommy Orange,Tommy Orange,True,10
item_0171,Who was the first Native American author ever to be longlisted for the Booker Prize?,Tommy Orange,I don't know.,False,15
item_0171,Who was the first Native American author ever to be longlisted for the Booker Prize?,Tommy Orange,I don't know.,False,20
item_0171,Who was the first Native American author ever to be longlisted for the Booker Prize?,Tommy Orange,I don't know.,False,25
item_0171,Who was the first Native American author ever to be longlisted for the Booker Prize?,Tommy Orange,I don't know.,False,30
item_0172,Where was the 2024 Booker Prize winner announcement ceremony held?,Old Billingsgate,I don't know.,False,1
item_0172,Where was the 2024 Booker Prize winner announcement ceremony held?,Old Billingsgate,I don't know.,False,5
item_0172,Where was the 2024 Booker Prize winner announcement ceremony held?,Old Billingsgate,The winner announcement ceremony for the 2024 Booker Prize was held at Old Billingsgate in London.,True,10
item_0172,Where was the 2024 Booker Prize winner announcement ceremony held?,Old Billingsgate,The winner announcement ceremony for the 2024 Booker Prize was held at Old Billingsgate in London.,True,15
item_0172,Where was the 2024 Booker Prize winner announcement ceremony held?,Old Billingsgate,The winner announcement ceremony for the 2024 Booker Prize was held at Old Billingsgate in London.,True,20
item_0172,Where was the 2024 Booker Prize winner announcement ceremony held?,Old Billingsgate,The winner announcement ceremony for the 2024 Booker Prize was held at Old Billingsgate in London.,True,25
item_0172,Where was the 2024 Booker Prize winner announcement ceremony held?,Old Billingsgate,Old Billingsgate in London.,True,30
item_0173,How many authors on the 2024 Booker Prize longlist were debut novelists?,three,Three,True,1
item_0173,How many authors on the 2024 Booker Prize longlist were debut novelists?,three,Three,True,5
item_0173,How many authors on the 2024 Booker Prize longlist were debut novelists?,three,Three,True,10
item_0173,How many authors on the 2024 Booker Prize longlist were debut novelists?,three,Three,True,15
item_0173,How many authors on the 2024 Booker Prize longlist were debut novelists?,three,Three,True,20
item_0173,How many authors on the 2024 Booker Prize longlist were debut novelists?,three,Three,True,25
item_0173,How many authors on the 2024 Booker Prize longlist were debut novelists?,three,Three,True,30
item_0174,On what date were the 2024 Pulitzer Prizes awarded?,"May 6, 2024","May 6, 2024",True,1
item_0174,On what date were the 2024 Pulitzer Prizes awarded?,"May 6, 2024",I don't know.,False,5
item_0174,On what date were the 2024 Pulitzer Prizes awarded?,"May 6, 2024","May 6, 2024.",True,10
item_0174,On what date were the 2024 Pulitzer Prizes awarded?,"May 6, 2024","May 6, 2024",True,15
item_0174,On what date were the 2024 Pulitzer Prizes awarded?,"May 6, 2024",I don't know.,False,20
item_0174,On what date were the 2024 Pulitzer Prizes awarded?,"May 6, 2024",I don't know.,False,25
item_0174,On what date were the 2024 Pulitzer Prizes awarded?,"May 6, 2024","May 6, 2024.",True,30
item_0175,For work during which calendar year were the 2024 Pulitzer Prizes awarded?,2023 calendar year,2023,False,1
item_0175,For work during which calendar year were the 2024 Pulitzer Prizes awarded?,2023 calendar year,2023,False,5
item_0175,For work during which calendar year were the 2024 Pulitzer Prizes awarded?,2023 calendar year,2023,False,10
item_0175,For work during which calendar year were the 2024 Pulitzer Prizes awarded?,2023 calendar year,2023,False,15
item_0175,For work during which calendar year were the 2024 Pulitzer Prizes awarded?,2023 calendar year,2023,False,20
item_0175,For work during which calendar year were the 2024 Pulitzer Prizes awarded?,2023 calendar year,The 2023 calendar year.,True,25
item_0175,For work during which calendar year were the 2024 Pulitzer Prizes awarded?,2023 calendar year,2023,False,30
item_0176,"Which famous Japanese author celebrated a 100th birth anniversary on January 14, 2025?",Yukio Mishima,Yukio Mishima,True,1
item_0176,"Which famous Japanese author celebrated a 100th birth anniversary on January 14, 2025?",Yukio Mishima,Yukio Mishima,True,5
item_0176,"Which famous Japanese author celebrated a 100th birth anniversary on January 14, 2025?",Yukio Mishima,Yukio Mishima,True,10
item_0176,"Which famous Japanese author celebrated a 100th birth anniversary on January 14, 2025?",Yukio Mishima,Yukio Mishima,True,15
item_0176,"Which famous Japanese author celebrated a 100th birth anniversary on January 14, 2025?",Yukio Mishima,I don't know.,False,20
item_0176,"Which famous Japanese author celebrated a 100th birth anniversary on January 14, 2025?",Yukio Mishima,I don't know.,False,25
item_0176,"Which famous Japanese author celebrated a 100th birth anniversary on January 14, 2025?",Yukio Mishima,Yukio Mishima,True,30
item_0177,"Which famous American author born in 1775 celebrated a 250th anniversary on December 16, 2025?",Jane Austen,Jane Austen,True,1
item_0177,"Which famous American author born in 1775 celebrated a 250th anniversary on December 16, 2025?",Jane Austen,Jane Austen,True,5
item_0177,"Which famous American author born in 1775 celebrated a 250th anniversary on December 16, 2025?",Jane Austen,Jane Austen,True,10
item_0177,"Which famous American author born in 1775 celebrated a 250th anniversary on December 16, 2025?",Jane Austen,Jane Austen,True,15
item_0177,"Which famous American author born in 1775 celebrated a 250th anniversary on December 16, 2025?",Jane Austen,Jane Austen,True,20
item_0177,"Which famous American author born in 1775 celebrated a 250th anniversary on December 16, 2025?",Jane Austen,Jane Austen,True,25
item_0177,"Which famous American author born in 1775 celebrated a 250th anniversary on December 16, 2025?",Jane Austen,Jane Austen,True,30
item_0178,"Which German author born in 1875 celebrated a 150th anniversary on June 6, 2025?",Thomas Mann,Thomas Mann,True,1
item_0178,"Which German author born in 1875 celebrated a 150th anniversary on June 6, 2025?",Thomas Mann,Thomas Mann,True,5
item_0178,"Which German author born in 1875 celebrated a 150th anniversary on June 6, 2025?",Thomas Mann,Rainer Maria Rilke,False,10
item_0178,"Which German author born in 1875 celebrated a 150th anniversary on June 6, 2025?",Thomas Mann,Thomas Mann,True,15
item_0178,"Which German author born in 1875 celebrated a 150th anniversary on June 6, 2025?",Thomas Mann,Thomas Mann,True,20
item_0178,"Which German author born in 1875 celebrated a 150th anniversary on June 6, 2025?",Thomas Mann,Thomas Mann,True,25
item_0178,"Which German author born in 1875 celebrated a 150th anniversary on June 6, 2025?",Thomas Mann,Thomas Mann,True,30
item_0179,Which Italian author who died in 1375 had a 650th anniversary in 2025?,Giovanni Boccaccio,Giovanni Boccaccio,True,1
item_0179,Which Italian author who died in 1375 had a 650th anniversary in 2025?,Giovanni Boccaccio,Giovanni Boccaccio,True,5
item_0179,Which Italian author who died in 1375 had a 650th anniversary in 2025?,Giovanni Boccaccio,Giovanni Boccaccio,True,10
item_0179,Which Italian author who died in 1375 had a 650th anniversary in 2025?,Giovanni Boccaccio,Giovanni Boccaccio,True,15
item_0179,Which Italian author who died in 1375 had a 650th anniversary in 2025?,Giovanni Boccaccio,Giovanni Boccaccio,True,20
item_0179,Which Italian author who died in 1375 had a 650th anniversary in 2025?,Giovanni Boccaccio,Giovanni Boccaccio,True,25
item_0179,Which Italian author who died in 1375 had a 650th anniversary in 2025?,Giovanni Boccaccio,Giovanni Boccaccio,True,30
item_0180,"Which fantasy author born in 1975 celebrated a 50th birthday on December 19, 2025?",Brandon Sanderson,Brandon Sanderson,True,1
item_0180,"Which fantasy author born in 1975 celebrated a 50th birthday on December 19, 2025?",Brandon Sanderson,Brandon Sanderson,True,5
item_0180,"Which fantasy author born in 1975 celebrated a 50th birthday on December 19, 2025?",Brandon Sanderson,I don't know.,False,10
item_0180,"Which fantasy author born in 1975 celebrated a 50th birthday on December 19, 2025?",Brandon Sanderson,I don't know.,False,15
item_0180,"Which fantasy author born in 1975 celebrated a 50th birthday on December 19, 2025?",Brandon Sanderson,I don't know.,False,20
item_0180,"Which fantasy author born in 1975 celebrated a 50th birthday on December 19, 2025?",Brandon Sanderson,I don't know.,False,25
item_0180,"Which fantasy author born in 1975 celebrated a 50th birthday on December 19, 2025?",Brandon Sanderson,Brandon Sanderson,True,30
item_0181,Who performed at the 2024 Nobel Prize Concert as opera singer?,Malin Byström,Malin Byström,True,1
item_0181,Who performed at the 2024 Nobel Prize Concert as opera singer?,Malin Byström,Malin Byström,True,5
item_0181,Who performed at the 2024 Nobel Prize Concert as opera singer?,Malin Byström,I don't know.,False,10
item_0181,Who performed at the 2024 Nobel Prize Concert as opera singer?,Malin Byström,Malin Byström,True,15
item_0181,Who performed at the 2024 Nobel Prize Concert as opera singer?,Malin Byström,Malin Byström,True,20
item_0181,Who performed at the 2024 Nobel Prize Concert as opera singer?,Malin Byström,Malin Byström,True,25
item_0181,Who performed at the 2024 Nobel Prize Concert as opera singer?,Malin Byström,Malin Byström,True,30
item_0182,Who was the conductor at the 2024 Nobel Prize Concert?,Petr Popelka,Petr Popelka,True,1
item_0182,Who was the conductor at the 2024 Nobel Prize Concert?,Petr Popelka,I don't know.,False,5
item_0182,Who was the conductor at the 2024 Nobel Prize Concert?,Petr Popelka,I don't know.,False,10
item_0182,Who was the conductor at the 2024 Nobel Prize Concert?,Petr Popelka,I don't know.,False,15
item_0182,Who was the conductor at the 2024 Nobel Prize Concert?,Petr Popelka,I don't know.,False,20
item_0182,Who was the conductor at the 2024 Nobel Prize Concert?,Petr Popelka,I don't know.,False,25
item_0182,Who was the conductor at the 2024 Nobel Prize Concert?,Petr Popelka,I don't know.,False,30
item_0183,Who was the chef that set the menu for the 2024 Nobel Banquet?,Jessie Sommarström,I don't know.,False,1
item_0183,Who was the chef that set the menu for the 2024 Nobel Banquet?,Jessie Sommarström,Jessie Sommarström,True,5
item_0183,Who was the chef that set the menu for the 2024 Nobel Banquet?,Jessie Sommarström,Jessie Sommarström,True,10
item_0183,Who was the chef that set the menu for the 2024 Nobel Banquet?,Jessie Sommarström,I don't know.,False,15
item_0183,Who was the chef that set the menu for the 2024 Nobel Banquet?,Jessie Sommarström,I don't know.,False,20
item_0183,Who was the chef that set the menu for the 2024 Nobel Banquet?,Jessie Sommarström,Jessie Sommarström,True,25
item_0183,Who was the chef that set the menu for the 2024 Nobel Banquet?,Jessie Sommarström,I don't know.,False,30
